pre_transition_slope_per_dp02,pre_ci_low,pre_ci_high,slope_change_after_p027,change_ci_low,change_ci_high,post_transition_slope_per_dp02,post_ci_low,post_ci_high,rows,trajectories,strata,bootstrap,run,protocol,n
-0.10177896984310611,-0.11121144263895065,-0.09290071719302619,0.07090538625772852,0.05679333751276859,0.08538493471827453,-0.03087358358537759,-0.03703375381046134,-0.02463562636920374,19973,7082,30,2000,primary,z_projective,128
-0.11226686491878192,-0.12454975104702488,-0.10046997591892395,0.07375495143806925,0.05591430794399979,0.09081017652413845,-0.03851191348071267,-0.04314182701536073,-0.03410600502800889,17630,6360,37,2000,primary,z_projective,256
-0.10409983531376905,-0.11303636694776677,-0.09539418955736138,0.07335451728283166,0.0604562575603031,0.08642570796465501,-0.030745318030937385,-0.03639159956013269,-0.025055022585904734,19652,7045,29,2000,primary,random_pauli,128
-0.11211859836533539,-0.12326390600243964,-0.10131050404573215,0.07217911319538153,0.05606342228579137,0.08781759727187861,-0.03993948516995387,-0.04419764513648553,-0.035928105152803965,17440,6284,36,2000,primary,random_pauli,256
-0.09966546379469172,-0.11409856421046873,-0.0856004818504409,0.07357103135459234,0.05433914318546017,0.09321626905152523,-0.026094432440099373,-0.03656701179823887,-0.01599126630854197,6997,2553,27,2000,replication,z_projective,128
-0.10227486290171134,-0.12109975841739516,-0.08500590209672816,0.06971345378874157,0.04316645604451162,0.09490593055535929,-0.03256140911296977,-0.04190388721531753,-0.0235439162198799,6122,2206,31,2000,replication,z_projective,256
-0.0984121167857217,-0.11380703849731265,-0.08353361859850959,0.06945069034154792,0.04979989618378591,0.08971497583179615,-0.028961426444173772,-0.03946448088511995,-0.01851611838418112,6919,2527,26,2000,replication,random_pauli,128
-0.11205354749615583,-0.13117647908515837,-0.09518111431349761,0.07479831076763997,0.05010976192002905,0.09991692936137107,-0.037255236728515856,-0.046621509745660775,-0.028421861225050232,5921,2170,29,2000,replication,random_pauli,256
