curve,distance,estimate,ci_low,ci_high,simultaneous_low,simultaneous_high,bootstrap_se
common,0,-0.0548615079507157,-0.0572482749605981,-0.0524568926957138,-0.0580723183338084,-0.0516506975676231,0.00121553573753184
common,1,-0.0489772508279737,-0.0521550341773412,-0.0457616181384567,-0.0532879791707441,-0.0446665224852032,0.00163193827421908
common,2,-0.0221013849395067,-0.0244904452563523,-0.0197514981996173,-0.0253239604137598,-0.0188788094652537,0.00121998971863148
common,4,-0.00655606228776975,-0.00792730652930287,-0.00524645902889948,-0.00835444561179421,-0.00475767896374529,0.000680824757402056
common,8,-0.000903607502625691,-0.00138452544322964,-0.000485591259361286,-0.00151776909291069,-0.000289445912340688,0.000232506835514763
common,16,-0.000281491158835338,-0.000585284664638827,-5.16795865633075e-05,-0.000646889081480816,8.39067638101393e-05,0.000138330882363619
