curve,n,p,distances,amplitude,xi,Q_covariance,residual_dimension,max_abs_marginal_z
common,64,0.2,"0,1,2,4",0.0732630614115559,2.17969550392656,15.4015793315112,2,3.54006682418407
common,64,0.26,"0,1,2,4",0.0560709172636531,2.08017613074438,4.30223184406292,2,1.81297204685551
common,64,0.34,"0,1,2,4",0.0447584822539492,2.24148703026438,6.62521958368367,2,2.24573788639696
common,128,0.2,"0,1,2,4",0.0730898282062214,2.02830059070831,14.4452502665312,2,3.32936651504305
common,128,0.26,"0,1,2,4",0.0599872946058874,2.00429211823887,4.19248318553666,2,1.72157813393979
common,128,0.34,"0,1,2,4",0.0432480937530954,2.57363925112796,6.52930579838514,2,2.02327347073348
common,256,0.2,"0,1,2,4",0.0647930921281733,2.22636904541477,23.7531133914509,2,3.7108599344283
common,256,0.26,"0,1,2,4",0.0563098326308875,1.91059415334405,12.6164571019759,2,2.78361161755211
common,256,0.34,"0,1,2,4",0.041807230979078,1.58073220130785,17.8142373509468,2,3.78170518035568
