tau,S_central,p_low,p_high,rows_low,rows_high,denominator_weight,local_slope,normalized_weight,run,protocol,n
10,4,0.25,0.27000000000000002,201,126,29.244803695150164,-0.016488983653162731,0.0010811869288663832,primary,random_pauli,128
10,4,0.25,0.28000000000000003,201,106,55.356235565819958,-0.077180137050596009,0.0020465324010685111,primary,random_pauli,128
10,4,0.25,0.29999999999999999,201,41,59.476039260969962,-0.12050964688751367,0.002198842464460398,primary,random_pauli,128
10,4,0.26000000000000001,0.27000000000000002,178,126,6.4745958429561306,0.13076511503477783,0.00023936725539579125,primary,random_pauli,128
10,4,0.26000000000000001,0.28000000000000003,178,106,21.787528868360312,-0.033898664405342366,0.00080548981180805941,primary,random_pauli,128
10,4,0.26000000000000001,0.29999999999999999,178,41,33.709006928406424,-0.10970128802411624,0.0012462295201558621,primary,random_pauli,128
10,4,0.27000000000000002,0.28000000000000003,126,106,3.8556581986143259,-0.19856244384546257,0.00014254454534805551,primary,random_pauli,128
10,4,0.27000000000000002,0.29999999999999999,126,41,13.422055427251706,-0.18985675571041444,0.00049621638899464417,primary,random_pauli,128
10,4,0.28000000000000003,0.29999999999999999,106,41,5.0184757505773474,-0.18550391164289037,0.00018553417013556322,primary,random_pauli,128
10,5,0.20000000000000001,0.22,12,91,1.7062499999999983,0.045604395604395664,6.3080443849386958e-05,primary,random_pauli,128
10,5,0.20000000000000001,0.23999999999999999,12,195,14.624999999999982,-0.00064102564102563907,0.00054068951870903093,primary,random_pauli,128
10,5,0.20000000000000001,0.25,12,135,15.820312499999995,-0.042814814814814826,0.000584880488988135,primary,random_pauli,128
10,5,0.20000000000000001,0.26000000000000001,12,106,17.887500000000003,-0.026100628930817608,0.00066130487288258493,primary,random_pauli,128
10,5,0.20000000000000001,0.27000000000000002,12,70,16.078125000000004,-0.029795918367346935,0.00059441187473460862,primary,random_pauli,128
10,5,0.20000000000000001,0.28000000000000003,12,21,6.3000000000000034,-0.039880952380952378,0.0002329124080592753,primary,random_pauli,128
10,5,0.20000000000000001,0.29999999999999999,12,10,4.6874999999999982,-0.030000000000000006,0.00017329792266315109,primary,random_pauli,128
10,5,0.22,0.23999999999999999,91,195,27.726562499999972,-0.046886446886446942,0.0010250572125525381,primary,random_pauli,128
10,5,0.22,0.25,91,135,43.189453125,-0.10176095509428845,0.001596723734937609,primary,random_pauli,128
10,5,0.22,0.26000000000000001,91,106,60.28750000000003,-0.061953141198424218,0.0022288423493450095,primary,random_pauli,128
10,5,0.22,0.27000000000000002,91,70,62.207031250000043,-0.059956043956043946,0.00229980784867557,primary,random_pauli,128
10,5,0.22,0.28000000000000003,91,21,26.873437500000019,-0.068376068376068355,0.00099351699062784631,primary,random_pauli,128
10,5,0.22,0.29999999999999999,91,10,22.749999999999993,-0.048901098901098922,0.00084107258465849339,primary,random_pauli,128
10,5,0.23999999999999999,0.25,195,135,10.283203125000018,-0.21150997150997133,0.00038017231784228853,primary,random_pauli,128
10,5,0.23999999999999999,0.26000000000000001,195,106,32.296875000000057,-0.07701983551040148,0.0011940226871491135,primary,random_pauli,128
10,5,0.23999999999999999,0.27000000000000002,195,70,47.988281250000085,-0.068669108669108608,0.0017741374832640133,primary,random_pauli,128
10,5,0.23999999999999999,0.28000000000000003,195,21,25.593750000000043,-0.079120879120879062,0.00094620665774080692,primary,random_pauli,128
10,5,0.23999999999999999,0.29999999999999999,195,10,27.421875,-0.04957264957264957,0.0010137928475794343,primary,random_pauli,128
10,5,0.25,0.26000000000000001,135,106,5.5898437500000107,0.057470300489168395,0.00020665777277580814,primary,random_pauli,128
10,5,0.25,0.27000000000000002,135,70,14.765625000000025,0.0027513227513227658,0.0005458884563889271,primary,random_pauli,128
10,5,0.25,0.28000000000000003,135,21,9.9667968750000178,-0.0349911816578483,0.0003684747080625258,primary,random_pauli,128
10,5,0.25,0.29999999999999999,135,10,13.183593749999995,-0.017185185185185185,0.00048740040749011243,primary,random_pauli,128
10,5,0.26000000000000001,0.27000000000000002,106,70,2.8984375000000053,-0.051967654986522858,0.00010715588218004867,primary,random_pauli,128
10,5,0.26000000000000001,0.28000000000000003,106,21,3.4781250000000061,-0.081221922731356644,0.0001285870586160584,primary,random_pauli,128
10,5,0.26000000000000001,0.29999999999999999,106,10,6.6249999999999929,-0.035849056603773605,0.00024492773069725339,primary,random_pauli,128
